time_s,reference,speed,measurement,command
0.31,0.0,0.026436138508379982,0.014310614040906658,0.051098757681833196
0.32,0.0,0.025955481444591255,0.06173769720663934,0.0
0.33,0.0,0.02548356360014414,0.04916948209222722,0.0
0.34,0.0,0.02557625994445463,0.02914423173143823,0.03058186253722109
0.35000000000000003,0.0,0.025111237036373635,0.05238043413759381,0.0
0.36,0.0,0.03268597264072347,-0.08801525523737687,0.4417216952756146
0.37,0.0,0.03209168222907395,0.07353824534072667,0.0
0.38,0.0,0.03398858357781556,-0.006294108163251717,0.13642125640986258
0.39,0.0,0.03722288597947563,-0.032756210128423224,0.21187521566911932
0.4,0.0,0.036546106234394256,0.04828071636031561,0.0
0.41000000000000003,0.0,0.03588163157558709,0.06456790164836985,0.0
0.42,0.0,0.036559030686710445,0.018090933348275724,0.07313858268737158
0.43,0.0,0.03863341499865194,-0.006497202917321865,0.15065016784349242
0.44,0.0,0.03793098927140372,0.03967840834001328,0.0
0.45,0.0,0.03724133492101456,0.03582109694168854,0.0
0.46,0.0,0.036564219740632474,0.09346526156173826,0.0
0.47000000000000003,0.0,0.035899415745348245,0.0664605392398065,0.0
0.48,0.0,0.03581713070952796,0.04365204159593305,0.031373738775232723
0.49,0.0,0.03516591015117291,0.08028245891848765,0.0
0.5,0.8,0.05270834814842431,0.02694498815494121,1.0
0.51,0.8,0.06993183272754387,0.015672365202489588,1.0
0.52,0.8,0.08684216304158852,0.0932941651685538,1.0
0.53,0.8,0.10344503280446873,0.11014369978781613,1.0
0.54,0.8,0.11974603220802385,0.0948518763593945,1.0
0.55,0.8,0.1357506498042416,0.0884336890894652,1.0
0.56,0.8,0.15146427435325538,0.1449168060127721,1.0
0.5700000000000001,0.8,0.16689219663774166,0.05170850321493575,1.0
0.58,0.8,0.18200890226912805,0.19449718744425415,0.9983110063639933
0.59,0.8,0.19688146768241663,0.2016636326989277,1.0
0.6,0.8,0.2114836228154636,0.1313271819267971,1.0
0.61,0.8,0.2258202842188188,0.21393776320899047,1.0
0.62,0.8,0.23989627905120392,0.1872562976771692,1.0
0.63,0.8,0.2522740744757918,0.27018512084152996,0.9206750274035385
0.64,0.8,0.26586909130350467,0.17090738353805468,1.0
0.65,0.8,0.2792169260070773,0.2292893097837211,1.0
0.66,0.8,0.2898399559218156,0.30760012551676,0.863483571317682
0.67,0.8,0.2997015885313203,0.3360959978591019,0.8322297494445725
0.68,0.8,0.3124342869216599,0.21338137332627197,1.0
0.6900000000000001,0.8,0.3249354817049025,0.29251269313160777,1.0
0.7000000000000001,0.8,0.3351776102367802,0.3380562854066056,0.888252550958178
0.71,0.8,0.3472652900506569,0.3108089647187854,1.0
0.72,0.8,0.35380246174494007,0.4108908993035827,0.7068097332362302
0.73,0.8,0.36555150789503205,0.3061533944802288,1.0
0.74,0.8,0.3748270055266614,0.3797327857465091,0.8757038776346474
0.75,0.8,0.3861937872443585,0.332890784784881,1.0
0.76,0.8,0.3918718101971015,0.4424323049697539,0.698485049645225
0.77,0.8,0.40187853557134884,0.39100576103487916,0.9422417057807068
0.78,0.8,0.4122908417996087,0.3869885130113242,0.9745553781256404
0.79,0.8,0.4229764628577976,0.343563443810304,1.0
0.8,0.8,0.4264015187236237,0.4902494846604648,0.6113545354782309
0.81,0.8,0.43324853724117524,0.4565126624315192,0.8029875371889599
0.8200000000000001,0.8,0.4401497236988834,0.4633910907415497,0.8128137924151246
0.8300000000000001,0.8,0.4460402072757032,0.48566497405559467,0.7641263204239733
0.84,0.8,0.45405291493839756,0.4600092704006244,0.8867391287238934
0.85,0.8,0.4639792255758812,0.4284830505153407,1.0
0.86,0.8,0.47349589894932514,0.43196957649467715,0.9873962611152955
0.87,0.8,0.4822348295155732,0.44148789977488495,0.95413708009297
0.88,0.8,0.48492187128288605,0.5370377231689217,0.6300221267177792
0.89,0.8,0.4942869281686518,0.42650662323506955,1.0
0.9,0.8,0.5016467710575019,0.4704321476978202,0.8990782870554086
0.91,0.8,0.5079730820110074,0.48879701428605404,0.8495938735003058
0.92,0.8,0.512802826186451,0.5169578430249712,0.7736090116604025
0.93,0.8,0.5169347325822808,0.5358168017267634,0.7400576779570891
0.9400000000000001,0.8,0.5257177374444212,0.46697085221845913,1.0
0.9500000000000001,0.8,0.5343410513090681,0.4565171993935203,1.0
0.96,0.8,0.5383110480327207,0.5341644820041893,0.7526908711099614
0.97,0.8,0.5395457122847188,0.586853601044164,0.6062175818926202
0.98,0.8,0.5428249064864109,0.5698280346565798,0.719901393377782
0.99,0.8,0.547727082004198,0.5514509378344093,0.8124445599646997
1.0,0.8,0.5537750230768086,0.5350408562435037,0.8803638409977845
1.01,0.8,0.5577948077166872,0.5655043709088176,0.774863178270135
1.02,0.8,0.5631794222159915,0.5480614042870002,0.8539486051784195
1.03,0.8,0.5655326987796017,0.5958676854356952,0.6926096332145524
1.04,0.8,0.5723222495941231,0.5337548052241263,0.9389579935782804
1.05,0.8,0.5760055533070639,0.5776918474775767,0.7749039538058684
1.06,0.8,0.5803342230215135,0.5715743478626002,0.8140823876017907
1.07,0.8,0.5828458357752513,0.6020685986027196,0.7184729244770912
1.08,0.8,0.5864111328328327,0.5918313767212263,0.7789371739422347
1.09,0.8,0.5840416323288845,0.688412518285149,0.45608860511568033
1.1,0.8,0.5856434365772138,0.6439878226543039,0.6721408659870013
1.11,0.8,0.587448202166004,0.6455129231979543,0.6849055439606743
1.12,0.8,0.5949491439448039,0.5058680486622184,1.0
1.1300000000000001,0.8,0.5995691322368086,0.5813364789567088,0.8490485000050645
1.1400000000000001,0.8,0.60448607789544,0.5752247076002914,0.870001143461529
1.1500000000000001,0.8,0.6060870063173858,0.6257949418910015,0.6925371411024581
1.16,0.8,0.6132490607479788,0.5149259467551727,1.0
1.17,0.8,0.6122080871690259,0.6602290079083463,0.5559955139055661
1.18,0.8,0.6124981332114023,0.6548874196048384,0.6281606194997327
1.19,0.8,0.6193628734252905,0.5604152988815706,0.990058844975251
1.2,0.8,0.6243579494831397,0.580220932280434,0.8940920566069996
1.21,0.8,0.628395473903394,0.5923110690518925,0.8464217925971266
1.22,0.8,0.6300507224100244,0.6301273099147198,0.7194341417680647
1.23,0.8,0.6305116999355722,0.6556895649976032,0.6554044863151552
1.24,0.8,0.627953880595209,0.7124271421498656,0.4898316362155949
1.25,0.8,0.6322289708233817,0.6200560633997021,0.8630838431447082
1.26,0.8,0.6334635619688306,0.6629290731795264,0.700131483823073
1.27,0.8,0.6364163431447778,0.639680274371208,0.7958665266459248
1.28,0.8,0.6350494941418521,0.7068133945011079,0.5612396479838652
1.29,0.8,0.6370234862456833,0.6647358085903148,0.7436190598525704
1.3,0.8,0.6372950387948613,0.6917655042806624,0.6519588764504709
1.31,0.8,0.6438896744531365,0.5941880312035228,1.0
1.32,0.8,0.6471137695129807,0.6362000459920985,0.8212149027445669
1.33,0.8,0.65159530319566,0.6145628726392991,0.8935981220603408
1.34,0.8,0.6496336422618592,0.7117931993559923,0.5437039518366171
1.35,0.8,0.6507980703609462,0.67593923841457,0.7136771877116463
1.36,0.8,0.6545108920227669,0.6385922933298456,0.8550032617610853
1.37,0.8,0.6580862827656784,0.6364121765399509,0.8511573828828966
1.3800000000000001,0.8,0.6588663563698175,0.6774728778939464,0.7009903309933319
1.3900000000000001,0.8,0.6629100584278093,0.6308065351626354,0.8812699695593635
1.4000000000000001,0.8,0.6669844079095955,0.6256865033793231,0.8869992799260499
1.41,0.8,0.6669885776634918,0.6862353876004568,0.6672137443738981
1.42,0.8,0.662487011305247,0.7655138589477009,0.4194024279600279
1.43,0.8,0.6663163129539723,0.6526416691426544,0.8730986019851381
1.44,0.8,0.6702650706072296,0.6440816817222301,0.8834979838831224
1.45,0.8,0.6751488611202371,0.6234187972462079,0.9388735488226407
1.46,0.8,0.6796700887300745,0.6217484228178618,0.923816379661298
1.47,0.8,0.6788811778046546,0.7006694181126435,0.6362799878319783
1.48,0.8,0.6779655809665693,0.7129132991157967,0.6285233517099664
1.49,0.8,0.6798035125400411,0.678332569801869,0.779051817507519
1.5,0.8,0.6807173260981815,0.6931065520870895,0.7300632582377622
1.51,0.8,0.6822926701090863,0.6853539891984657,0.7673612466979483
1.52,0.8,0.6837465807052869,0.6878388639509752,0.7622577529001195
1.53,0.8,0.6893690198421407,0.622700218601973,0.9929807332322423
1.54,0.8,0.691270110216094,0.6710442889201719,0.7939289904095708
1.55,0.8,0.6916970542262564,0.6957292825196919,0.7147520307750287
1.56,0.8,0.6946863630045538,0.660370383003709,0.8561090370326149
1.57,0.8,0.6965510353998925,0.675629173250161,0.7972433447481863
1.58,0.8,0.6992262061119019,0.6637862281867831,0.8436854245604091
1.59,0.8,0.7004226323213397,0.6858863391439642,0.7650296476309802
1.6,0.8,0.6987360671547992,0.7345469632943451,0.6076615481616083
1.61,0.8,0.7009992576375391,0.6824728531285753,0.8232115437054954
1.62,0.8,0.7023601546412261,0.6948444304296549,0.775848592840325
1.6300000000000001,0.8,0.7012501075041307,0.7349088890187508,0.6413075621009822
1.6400000000000001,0.8,0.7011180852998022,0.7270409160704074,0.6939888862660633
1.6500000000000001,0.8,0.6985825871225052,0.7689263876581875,0.5616656855484655
1.6600000000000001,0.8,0.7040629037202778,0.6149631839973617,1.0
1.67,0.8,0.7027647652203055,0.738337261501202,0.6326652862218034
1.68,0.8,0.7054420355946729,0.6834734017493822,0.8500146358105105
1.69,0.8,0.7061401714810657,0.7108297083473881,0.7438395093462771
1.7,0.8,0.7051537131406717,0.7396489468770282,0.6518849627593956
1.71,0.8,0.704019219390276,0.7484838393683254,0.6427565568689124
1.72,0.8,0.7034430374009744,0.7455932470026294,0.6723292099786855
1.73,0.8,0.7053618771737274,0.7096473050441044,0.8089792249023935
1.74,0.8,0.7032502905842475,0.76974838449446,0.5892246147523311
1.75,0.8,0.7065559846633639,0.691931321495602,0.8850634649356486
1.76,0.8,0.7087877737268776,0.7009167081405324,0.8293043831566191
1.77,0.8,0.7082684061445498,0.7407618212826411,0.6802225566988451
1.78,0.8,0.711475485081718,0.6862135098253312,0.8846577476887998
1.79,0.8,0.7072284279801144,0.7979117354297679,0.4778873444935253
1.8,0.8,0.7070883032455467,0.7479966905942993,0.6995215675788903
1.81,0.8,0.7041360909024318,0.7941113161503625,0.5447166243742279
1.82,0.8,0.707507620332793,0.7030725234162006,0.8895702095722965
1.83,0.8,0.7109638879039494,0.6921840783223407,0.8976023367463924
1.84,0.8,0.7122959740537934,0.7176458079906264,0.7842286261453719
1.85,0.8,0.7120477293039541,0.741679034158041,0.698642512812633
1.86,0.8,0.7153785061335429,0.6885506218289936,0.8952404549313371
1.87,0.8,0.7156310382241602,0.7305665760124408,0.7292677711174946
1.8800000000000001,0.8,0.7170470806984744,0.7149588670673268,0.7935133743114472
1.8900000000000001,0.8,0.7142034661846383,0.7816743511215322,0.560648282437485
1.9000000000000001,0.8,0.717994075018021,0.6876953936926036,0.9226869520206938
1.9100000000000001,0.8,0.7166766084364967,0.7598405458871698,0.6455334130341843
1.92,0.8,0.7201323319869867,0.6909220670148963,0.9067414037134464
1.93,0.8,0.7237037086257548,0.6817069642626897,0.9165580471192355
1.94,0.8,0.7260085712649095,0.6952917315307299,0.8504711537792621
1.95,0.8,0.7292576969209695,0.6784011367912196,0.9047104823482114
1.96,0.8,0.7286627262880118,0.7351117113236276,0.6965343121082903
1.97,0.8,0.7263157082114703,0.7699131581311583,0.59957673207823
1.98,0.8,0.7269868887134562,0.7328883033528623,0.7632306358206925
1.99,0.8,0.7265084328508823,0.7519598932008512,0.7006718162718916
2.0,0.8,0.7237633101765444,0.7917954006738875,0.5755266857622953
2.0100000000000002,0.8,0.7252367841566859,0.7345643680636984,0.8048043790843293
2.02,0.8,0.7265908362902747,0.7330432785952097,0.7997096515040643
2.0300000000000002,0.8,0.7288906595798351,0.7155883775718637,0.853081117216102
2.04,0.8,0.7338199203147472,0.6645609681793838,1.0
2.05,0.8,0.7320027610376112,0.7642094775894706,0.6338761600722665
2.06,0.8,0.7368754381096546,0.661744343132572,1.0
2.07,0.8,0.7349954044625149,0.7629824955650077,0.6334735875169697
2.08,0.8,0.7355441837674839,0.7344225910331567,0.765178266235811
2.09,0.8,0.7332859326497118,0.7806154417999013,0.6113403722900206
2.1,0.8,0.734767838321771,0.7305751222292933,0.8147907446129703
2.11,0.8,0.7379097979102659,0.7018398320034642,0.9075756156889953
2.12,0.8,0.7374571414185277,0.7522262085803694,0.7130136908646664
2.13,0.8,0.7396285407707106,0.7150476959902027,0.85688410578859
2.14,0.8,0.7404872252184399,0.7323902677842381,0.7868561853958244
2.15,0.8,0.7407755427631298,0.7421620566929199,0.7563446901763876
2.16,0.8,0.7416319056772541,0.7353935542933031,0.7878755030399653
2.17,0.8,0.7425943608544536,0.7340798146783014,0.7945669404232295
2.18,0.8,0.7451256379406626,0.7092965613229716,0.8818146005959476
2.19,0.8,0.7456073753839201,0.7375602865769502,0.7716211973198283
2.2,0.8,0.7502326958314852,0.6600737510990793,1.0
2.21,0.8,0.7496685820290905,0.743939412022476,0.7192064366997731
2.22,0.8,0.7521817618221139,0.7017463425918136,0.8878934706453797
2.23,0.8,0.7484990785909167,0.7969923094359948,0.5496341841062657
2.24,0.8,0.7455909369294866,0.7992961484837668,0.5885512872122629
2.25,0.8,0.7502165562580414,0.6675499057086364,1.0
2.2600000000000002,0.8,0.7496433834542208,0.756013227872677,0.7186920520479079
2.27,0.8,0.7500889865079098,0.7445888265675505,0.7741515514071176
2.2800000000000002,0.8,0.7529079647905426,0.708220361304675,0.9051327920527105
2.29,0.8,0.751220290596511,0.7741740904965025,0.6600858841188018
2.3000000000000003,0.8,0.7526415281208338,0.7327527088103212,0.8293883544342676
2.31,0.8,0.7571389548822732,0.6819375642933697,1.0
2.32,0.8,0.7569429581764227,0.7464718887999945,0.746359136060494
2.33,0.8,0.7567445080864648,0.7510128334444188,0.7460282032287369
2.34,0.8,0.7561573246694883,0.7610017488161237,0.7244494201527595
2.35,0.8,0.7592589336933662,0.7069080047201777,0.9267458209827737
2.36,0.8,0.7570954126842745,0.7838861707702297,0.6402652781933266
2.37,0.8,0.7553381123635797,0.7865136962122301,0.6604438950460645
2.38,0.8,0.75885728099443,0.7095050212893833,0.948892387060341
2.39,0.8,0.760364142341654,0.7325030582351029,0.8417346550917518
2.4,0.8,0.7601940060897979,0.7571506497884797,0.751006648489574
2.41,0.8,0.761451788680189,0.7375569930093032,0.8293720485613076
2.42,0.8,0.7567133923359561,0.8312019730741764,0.5008399897473776
2.43,0.8,0.7571209528620637,0.765048276982286,0.7791292212718703
2.44,0.8,0.7605108191533648,0.7166976714078958,0.9435635988836257
2.45,0.8,0.7625534034142638,0.7289864620483736,0.8728529535028065
2.46,0.8,0.762376656993613,0.760254593084035,0.7528323502784691
2.47,0.8,0.7564478097167773,0.8542078093239573,0.4362900567676474
2.48,0.8,0.7582903088809011,0.7493172368438547,0.8577852637435849
2.49,0.8,0.7588713283124814,0.7633893656504933,0.7902463776178174
2.5,0.8,0.7583471883525437,0.7794331434388084,0.730043630515908
2.5100000000000002,0.8,0.7593725887570679,0.756742150902022,0.8147442106013761
2.52,0.8,0.7543059196863918,0.8505990236597363,0.4807057898698842
2.5300000000000002,0.8,0.7575782439355142,0.7330449218053854,0.9342837533881226
2.54,0.8,0.7567559547129826,0.7873463689413457,0.7123523366962792
2.5500000000000003,0.8,0.7576107211665704,0.7631734734723254,0.8037681096603062
2.56,0.8,0.7570882329820746,0.7824585760952271,0.7288738710193035
2.57,0.8,0.7612461606037322,0.7100225146452851,0.9857742521732404
2.58,0.8,0.7569883474248513,0.8319706684080198,0.527066435765288
2.59,0.8,0.7586264846491202,0.7521272471383129,0.8470858947596387
2.6,0.8,0.759471036126749,0.7599930151318208,0.8050768159187087
2.61,0.8,0.7625999368916747,0.722071985651999,0.9315605781976583
2.62,0.8,0.7645278224588409,0.7334121261643447,0.8686336430858115
2.63,0.8,0.7628674350060056,0.7870973997855621,0.6732065125529012
2.64,0.8,0.7607002797708673,0.8023274304504328,0.6436738970733958
2.65,0.8,0.7597315625910125,0.7908304674010167,0.7074208348788511
2.66,0.8,0.7578663021161497,0.8080903725785553,0.6571422364735573
2.67,0.8,0.7576882854652471,0.7864458586037336,0.7480753863165077
2.68,0.8,0.7592355294038232,0.7588267587995212,0.8427867020869296
2.69,0.8,0.7583336058550397,0.7926965689816038,0.7096297342207285
2.7,0.8,0.7582669718227052,0.7820777354713588,0.7546687340766428
2.71,0.8,0.7599548942270481,0.7542439611610472,0.8511027040615641
2.72,0.8,0.7591455862172907,0.7889978029686548,0.715442953690389
2.73,0.8,0.7571533204676604,0.8105734819984535,0.6495709699876218
2.74,0.8,0.7582995113247877,0.7665361734250283,0.8201938176096629
2.75,0.8,0.7606269040823833,0.7440513074275548,0.8863061129925481
2.7600000000000002,0.8,0.7596902763519681,0.7893753590008362,0.709112378909543
2.77,0.8,0.7560554518501672,0.8357191458652714,0.5597749287529219
2.7800000000000002,0.8,0.7586428468628917,0.7476329701236697,0.8983621775500148
2.79,0.8,0.7602512884193804,0.7549504619782524,0.8471071324697672
2.8000000000000003,0.8,0.76160607891692,0.7547953871379954,0.8347647657840598
2.81,0.8,0.7592661594917579,0.8105267752434395,0.6329105105330058
2.82,0.8,0.7636431384100896,0.6857782292152318,1.0
2.83,0.8,0.7627585659521356,0.778276953239988,0.7149916532226225
2.84,0.8,0.7601650787125753,0.8104491225825704,0.6201167677763166
2.85,0.8,0.7633688719052177,0.7276297518765127,0.9363737043079103
2.86,0.8,0.760033587507503,0.8229279682317167,0.5799282300309112
2.87,0.8,0.7600102462407767,0.7814459478463145,0.758749817837558
2.88,0.8,0.7627396048787013,0.7380488095505752,0.9101249713266272
2.89,0.8,0.7629314372624225,0.7709051976538102,0.7732903859833682
2.9,0.8,0.7672417747667422,0.7015517524117744,1.0
2.91,0.8,0.7684141847136635,0.7446189333193232,0.8317243218474183
2.92,0.8,0.7634586923323244,0.841490337415636,0.49586210374001205
2.93,0.8,0.7667378017011315,0.7277065304027922,0.9438097076167111
2.94,0.8,0.7623561912888501,0.8405206709775782,0.5257492290256564
2.95,0.8,0.7639892020257546,0.7590932477612391,0.8521717818185954
2.96,0.8,0.7624985072303457,0.8037757173848123,0.6820009882782683
2.97,0.8,0.763790724115052,0.7642543881363247,0.8335704358891912
2.98,0.8,0.7680854382220511,0.6741314623701056,1.0
2.99,0.8,0.769141316479522,0.7451793857826712,0.8261587423829491
3.0,0.8,0.7682193711260642,0.7767354603427774,0.7184343220393441
3.0100000000000002,0.8,0.771096762455577,0.7221813827677405,0.9264758942492697
3.02,0.8,0.773931360128476,0.7172003331246734,0.9269996344650213
3.0300000000000002,0.8,0.7719665530551935,0.788578794277393,0.66586697109794
3.04,0.8,0.7732745163430866,0.7459899530640948,0.8439045338893159
3.0500000000000003,0.8,0.7770689076215949,0.705441427503861,0.9819660366610401
3.06,0.8,0.7775774134595784,0.7497043006773371,0.8050367287106925
3.0700000000000003,0.8,0.774307256264877,0.8120069163939675,0.5977187677509981
3.08,0.8,0.7753981185100633,0.7553574134615796,0.8343046797501271
3.09,0.8,0.7727702375210275,0.8127890213681378,0.6308646641130896
3.1,0.8,0.7693784559333475,0.8338611480270212,0.586222250198632
3.11,0.8,0.7705869384039961,0.7706790719531683,0.8358449918190146
3.12,0.8,0.7743759457157899,0.7253996046653808,0.9789823405526565
3.13,0.8,0.7776817647713077,0.7223133418901977,0.9561959937692633
3.14,0.8,0.7770723998477251,0.7766316106038211,0.7441666939742669
3.15,0.8,0.7744791945734487,0.8123146269280547,0.6344461097625229
3.16,0.8,0.7741661157914037,0.785239807705983,0.7572598615609747
3.17,0.8,0.773257973677183,0.7960564033989327,0.7242182995092616
3.18,0.8,0.7750878013414707,0.7555243024409698,0.8738984952130069
3.19,0.8,0.7746029357718253,0.7871047117073882,0.7484201950109743
3.2,0.8,0.7762297336286542,0.7557505851367243,0.8640768178974166
3.21,0.8,0.7771336048213132,0.7632053374867709,0.8259426492248996
3.22,0.8,0.7803357946845693,0.7254437458885427,0.9532540473003932
3.23,0.8,0.7835743414480751,0.7174472747955822,0.958455866677393
3.24,0.8,0.7834548769112794,0.7642960737745174,0.7770037919243091
3.25,0.8,0.7851669844503967,0.7391509032901679,0.8776207915627314
3.2600000000000002,0.8,0.7862838964217737,0.7468171556456037,0.8465971428761302
3.27,0.8,0.7832237424578719,0.8131257949403892,0.617975428407172
3.2800000000000002,0.8,0.7830525442675809,0.7789405055989371,0.7738078419918683
3.29,0.8,0.7753785615714608,0.8996175797884828,0.3609834959809789
3.3000000000000003,0.8,0.7746063209109523,0.8124322445883896,0.7329053252434935
3.31,0.8,0.777807006339026,0.7492788163037704,0.950644019455008
3.3200000000000003,0.8,0.7765456793561069,0.8089273000228222,0.708434022278473
3.33,0.8,0.7766159442210316,0.7908178348737063,0.7804102469269679
3.34,0.8,0.77924510462986,0.7491887010403383,0.921219766706588
3.35,0.8,0.7766932144651829,0.8233489033132575,0.6388911455726215
3.36,0.8,0.7795229463334079,0.7456800701506124,0.9323284672175555
3.37,0.8,0.7835316200364368,0.6571876962389436,1.0
3.38,0.8,0.7800222655063783,0.8152942104020314,0.5905171208832176
3.39,0.8,0.7811457311209554,0.7553319007616673,0.8418128743081186
3.4,0.8,0.7767991206561413,0.8405872308151371,0.5420821555561791
3.41,0.8,0.778994345006954,0.7508122323874653,0.8975364599508363
3.42,0.8,0.781999886131135,0.7317401751355396,0.9442991068369139
3.43,0.8,0.777451545341362,0.8439383527688131,0.5318411426936158
3.44,0.8,0.780729060665891,0.7344316123359479,0.9577148881904576
3.45,0.8,0.7799859964370199,0.7888648083259933,0.7398605280779835
3.46,0.8,0.7763476093007067,0.8379750842688893,0.5798747039397912
3.47,0.8,0.7769863118479403,0.7809275030371423,0.8114762493985548
3.48,0.8,0.777908525895297,0.7737629152352289,0.827708084452562
3.49,0.8,0.778121461273984,0.78200546338484,0.7896199717230763
3.5,0.8,0.7764262565148157,0.8116836073635373,0.6848851995197274
3.5100000000000002,0.8,0.7792976922615272,0.7441537701276238,0.9343552225839511
3.52,0.8,0.7778754745788607,0.8037233322333579,0.7010757197148736
3.5300000000000002,0.8,0.7769236102665767,0.8009584912564396,0.7255229374032391
3.54,0.8,0.7717674168002857,0.8702320912818784,0.4933329696205703
3.5500000000000003,0.8,0.7745497494823673,0.7583063956031453,0.924795714314772
3.56,0.8,0.7779809413306747,0.7379565551143508,0.9632653011392744
3.5700000000000003,0.8,0.7763818790167597,0.8074084222509412,0.6900325140653463
3.58,0.8,0.7780729785628601,0.7604955890297909,0.869392354052277
3.59,0.8,0.7776330019366254,0.7896376252181952,0.7538742641199558
3.6,0.8,0.7777409429129273,0.7829360628378356,0.7835697556332253
3.61,0.8,0.775237778049991,0.8244767013659515,0.6400668754514377
3.62,0.8,0.7779650881707026,0.7489642786431886,0.9252398346891293
3.63,0.8,0.778581318223468,0.7742739070163761,0.8118577410727936
3.64,0.8,0.7826071124375867,0.6764968122549508,1.0
3.65,0.8,0.7836995474084192,0.7470025565864096,0.842691035833374
3.66,0.8,0.7786230483385084,0.8451530998699613,0.5044920985633276
3.67,0.8,0.7805586662774444,0.7513628117527339,0.8850820349799912
3.68,0.8,0.7821289622684084,0.7524995935617462,0.8669249457804651
3.69,0.8,0.7847214898549105,0.7334126749890084,0.9247179795260232
3.7,0.8,0.782280140952614,0.8079148614423474,0.6504473002286009
3.71,0.8,0.7816009150783643,0.7893997474874845,0.7449227178688782
3.72,0.8,0.7846070444891718,0.7341262406931474,0.9469380326727815
3.73,0.8,0.7822688107064288,0.8113050594527447,0.6560041864383077
3.74,0.8,0.7816351115452157,0.7926730459001547,0.747415356839707
3.75,0.8,0.7799451295535628,0.8117964467225028,0.6886861020043024
3.7600000000000002,0.8,0.782197700890251,0.7542859492164751,0.9038365530714118
3.77,0.8,0.777880953400535,0.8517180511996714,0.5447765889558682
3.7800000000000002,0.8,0.7779770018273455,0.7942756576379114,0.7831636168751145
3.79,0.8,0.7792981500790348,0.7733014211482976,0.8506401556702582
3.8000000000000003,0.8,0.7812579412605948,0.7585447788147415,0.8870866650648357
3.81,0.8,0.7820466857380053,0.771464846393066,0.8246388875181715
3.8200000000000003,0.8,0.7799031731937928,0.8163983655107857,0.6641534958063148
3.83,0.8,0.7811711912773156,0.7691445055098577,0.8496441677875481
3.84,0.8,0.7787289140448588,0.8242969462256401,0.6468459434921903
3.85,0.8,0.7781482350010015,0.8019559609473224,0.746791566632711
3.86,0.8,0.7757297409879065,0.8320080419534623,0.6451310642807738
3.87,0.8,0.7751785240659581,0.8082939101235534,0.7454128102807478
3.88,0.8,0.7768680579663702,0.7726609534125247,0.8681028885886218
3.89,0.8,0.7809250023669816,0.7004944602801081,1.0
3.9,0.8,0.779850702191945,0.7928678255868644,0.721838492739966
3.91,0.8,0.7779138046835159,0.8114137435074813,0.6733213392283474
3.92,0.8,0.7780902330595812,0.7844294959390002,0.7876173653671079
3.93,0.8,0.7772423567839497,0.8003475017295786,0.731457037899844
3.94,0.8,0.7792067132566523,0.7583775528700517,0.8852819627825883
3.95,0.8,0.7804687409310858,0.7639876099782102,0.848618235350493
3.96,0.8,0.7828997352268064,0.7427731791751235,0.9141734271957214
3.97,0.8,0.7790129044102913,0.8373757513397085,0.5691240403184722
3.98,0.8,0.7792136688927517,0.7853486749540162,0.7900549509456176
3.99,0.8,0.7810156518429535,0.7595142255108455,0.8783227311538508
4.0,0.8,0.7845229380135081,0.727741551553768,0.9739163912234572
4.01,0.8,0.7842851867024715,0.7783906469641855,0.7714466159064911
4.0200000000000005,0.8,0.7802191631196985,0.8419904343809735,0.560653889649957
