time_s,scan_period_s,conveyor_motor,motor_feedback,state,mode,fault_id
21.3,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.35,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.4,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.45,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.5,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.55,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.6,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.65,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.7,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.75,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.8,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.85,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.9,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
21.95,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
22.0,0.05,True,True,POSITIONING,AUTOMATIC,
22.05,0.05,True,True,POSITIONING,AUTOMATIC,
22.1,0.05,True,True,POSITIONING,AUTOMATIC,
22.15,0.05,True,True,POSITIONING,AUTOMATIC,
22.2,0.05,True,True,POSITIONING,AUTOMATIC,
22.25,0.05,True,True,POSITIONING,AUTOMATIC,
22.3,0.05,True,True,POSITIONING,AUTOMATIC,
22.35,0.05,True,True,POSITIONING,AUTOMATIC,
22.4,0.05,True,True,POSITIONING,AUTOMATIC,
22.45,0.05,True,True,POSITIONING,AUTOMATIC,
22.5,0.05,True,True,POSITIONING,AUTOMATIC,
22.55,0.05,True,True,POSITIONING,AUTOMATIC,
22.6,0.05,True,True,POSITIONING,AUTOMATIC,
22.65,0.05,True,True,POSITIONING,AUTOMATIC,
22.7,0.05,True,True,POSITIONING,AUTOMATIC,
22.75,0.05,True,True,POSITIONING,AUTOMATIC,
22.8,0.05,True,True,POSITIONING,AUTOMATIC,
22.85,0.05,True,True,POSITIONING,AUTOMATIC,
22.9,0.05,True,True,POSITIONING,AUTOMATIC,
22.95,0.05,True,True,POSITIONING,AUTOMATIC,
23.0,0.05,True,True,POSITIONING,AUTOMATIC,
23.05,0.05,True,True,POSITIONING,AUTOMATIC,
23.1,0.05,True,True,POSITIONING,AUTOMATIC,
23.15,0.05,True,True,POSITIONING,AUTOMATIC,
23.2,0.05,True,True,POSITIONING,AUTOMATIC,
23.25,0.05,True,True,POSITIONING,AUTOMATIC,
23.3,0.05,True,True,POSITIONING,AUTOMATIC,
23.35,0.05,True,True,POSITIONING,AUTOMATIC,
23.4,0.05,True,True,POSITIONING,AUTOMATIC,
23.45,0.05,True,True,POSITIONING,AUTOMATIC,
23.5,0.05,True,True,POSITIONING,AUTOMATIC,
23.55,0.05,True,True,POSITIONING,AUTOMATIC,
23.6,0.05,True,True,POSITIONING,AUTOMATIC,
23.65,0.05,True,True,POSITIONING,AUTOMATIC,
23.7,0.05,True,True,POSITIONING,AUTOMATIC,
23.75,0.05,True,True,POSITIONING,AUTOMATIC,
23.8,0.05,True,True,POSITIONING,AUTOMATIC,
23.85,0.05,True,True,POSITIONING,AUTOMATIC,
23.9,0.05,True,True,POSITIONING,AUTOMATIC,
23.95,0.05,True,True,POSITIONING,AUTOMATIC,
24.0,0.05,True,True,POSITIONING,AUTOMATIC,
24.05,0.05,True,True,POSITIONING,AUTOMATIC,
24.1,0.05,True,True,POSITIONING,AUTOMATIC,
24.15,0.05,True,True,POSITIONING,AUTOMATIC,
24.2,0.05,True,True,POSITIONING,AUTOMATIC,
24.25,0.05,True,True,POSITIONING,AUTOMATIC,
24.3,0.05,True,True,POSITIONING,AUTOMATIC,
24.35,0.05,True,True,POSITIONING,AUTOMATIC,
24.4,0.05,True,True,POSITIONING,AUTOMATIC,
24.45,0.05,True,True,POSITIONING,AUTOMATIC,
24.5,0.05,True,True,POSITIONING,AUTOMATIC,
24.55,0.05,True,True,POSITIONING,AUTOMATIC,
24.6,0.05,True,True,POSITIONING,AUTOMATIC,
24.65,0.05,True,True,POSITIONING,AUTOMATIC,
24.7,0.05,True,True,POSITIONING,AUTOMATIC,
24.75,0.05,True,True,POSITIONING,AUTOMATIC,
24.8,0.05,True,True,POSITIONING,AUTOMATIC,
24.85,0.05,True,True,POSITIONING,AUTOMATIC,
24.9,0.05,True,True,POSITIONING,AUTOMATIC,
24.95,0.05,True,True,POSITIONING,AUTOMATIC,
25.0,0.05,True,True,POSITIONING,AUTOMATIC,
25.05,0.05,True,True,POSITIONING,AUTOMATIC,
25.1,0.05,True,True,POSITIONING,AUTOMATIC,
25.15,0.05,True,True,POSITIONING,AUTOMATIC,
25.2,0.05,True,True,POSITIONING,AUTOMATIC,
25.25,0.05,True,True,POSITIONING,AUTOMATIC,
25.3,0.05,True,True,POSITIONING,AUTOMATIC,
25.35,0.05,True,True,POSITIONING,AUTOMATIC,
25.4,0.05,True,True,POSITIONING,AUTOMATIC,
25.45,0.05,True,True,POSITIONING,AUTOMATIC,
25.5,0.05,True,True,POSITIONING,AUTOMATIC,
25.55,0.05,True,True,POSITIONING,AUTOMATIC,
25.6,0.05,True,True,POSITIONING,AUTOMATIC,
25.65,0.05,True,True,POSITIONING,AUTOMATIC,
25.7,0.05,True,True,POSITIONING,AUTOMATIC,
25.75,0.05,True,True,POSITIONING,AUTOMATIC,
25.8,0.05,True,True,POSITIONING,AUTOMATIC,
25.85,0.05,True,True,POSITIONING,AUTOMATIC,
25.9,0.05,True,True,POSITIONING,AUTOMATIC,
25.95,0.05,True,True,POSITIONING,AUTOMATIC,
26.0,0.05,True,True,POSITIONING,AUTOMATIC,
26.05,0.05,True,True,POSITIONING,AUTOMATIC,
26.1,0.05,True,True,POSITIONING,AUTOMATIC,
26.15,0.05,True,True,POSITIONING,AUTOMATIC,
26.2,0.05,True,True,POSITIONING,AUTOMATIC,
26.25,0.05,True,True,POSITIONING,AUTOMATIC,
26.3,0.05,True,True,POSITIONING,AUTOMATIC,
26.35,0.05,True,True,POSITIONING,AUTOMATIC,
26.4,0.05,True,True,POSITIONING,AUTOMATIC,
26.45,0.05,True,True,POSITIONING,AUTOMATIC,
26.5,0.05,True,True,POSITIONING,AUTOMATIC,
26.55,0.05,True,True,POSITIONING,AUTOMATIC,
26.6,0.05,True,True,POSITIONING,AUTOMATIC,
26.65,0.05,True,True,POSITIONING,AUTOMATIC,
26.7,0.05,True,True,PRODUCT_EXIT,AUTOMATIC,
26.75,0.05,True,True,PRODUCT_EXIT,AUTOMATIC,
26.8,0.05,True,True,PRODUCT_EXIT,AUTOMATIC,
26.85,0.05,True,True,PRODUCT_EXIT,AUTOMATIC,
26.9,0.05,True,True,CONVEYING,AUTOMATIC,
26.95,0.05,True,True,CONVEYING,AUTOMATIC,
27.0,0.05,True,True,CONVEYING,AUTOMATIC,
27.05,0.05,True,True,CONVEYING,AUTOMATIC,
27.1,0.05,True,True,CONVEYING,AUTOMATIC,
27.15,0.05,True,True,CONVEYING,AUTOMATIC,
27.2,0.05,True,True,CONVEYING,AUTOMATIC,
27.25,0.05,True,True,CONVEYING,AUTOMATIC,
27.3,0.05,True,True,CONVEYING,AUTOMATIC,
27.35,0.05,True,True,CONVEYING,AUTOMATIC,
27.4,0.05,True,True,CONVEYING,AUTOMATIC,
27.45,0.05,True,True,CONVEYING,AUTOMATIC,
27.5,0.05,True,True,CONVEYING,AUTOMATIC,
27.55,0.05,True,True,CONVEYING,AUTOMATIC,
27.6,0.05,True,True,CONVEYING,AUTOMATIC,
27.65,0.05,True,True,CONVEYING,AUTOMATIC,
27.7,0.05,True,True,CONVEYING,AUTOMATIC,
27.75,0.05,True,True,CONVEYING,AUTOMATIC,
27.8,0.05,True,True,CONVEYING,AUTOMATIC,
27.85,0.05,True,True,CONVEYING,AUTOMATIC,
27.9,0.05,True,True,CONVEYING,AUTOMATIC,
27.95,0.05,True,True,CONVEYING,AUTOMATIC,
28.0,0.05,True,True,CONVEYING,AUTOMATIC,
28.05,0.05,True,True,CONVEYING,AUTOMATIC,
28.1,0.05,True,True,CONVEYING,AUTOMATIC,
28.15,0.05,True,True,CONVEYING,AUTOMATIC,
28.2,0.05,True,True,CONVEYING,AUTOMATIC,
28.25,0.05,True,True,CONVEYING,AUTOMATIC,
28.3,0.05,True,True,CONVEYING,AUTOMATIC,
28.35,0.05,True,True,CONVEYING,AUTOMATIC,
28.4,0.05,True,True,CONVEYING,AUTOMATIC,
28.45,0.05,True,True,CONVEYING,AUTOMATIC,
28.5,0.05,True,True,CONVEYING,AUTOMATIC,
28.55,0.05,True,True,CONVEYING,AUTOMATIC,
28.6,0.05,True,True,CONVEYING,AUTOMATIC,
28.65,0.05,True,True,CONVEYING,AUTOMATIC,
28.7,0.05,True,True,CONVEYING,AUTOMATIC,
28.75,0.05,True,True,CONVEYING,AUTOMATIC,
28.8,0.05,True,True,CONVEYING,AUTOMATIC,
28.85,0.05,True,True,CONVEYING,AUTOMATIC,
28.9,0.05,True,True,CONVEYING,AUTOMATIC,
28.95,0.05,True,True,CONVEYING,AUTOMATIC,
29.0,0.05,True,True,CONVEYING,AUTOMATIC,
29.05,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.1,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.15,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.2,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.25,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.3,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.35,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.4,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.45,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.5,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.55,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.6,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.65,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.7,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.75,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.8,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.85,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.9,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
29.95,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.0,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.05,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.1,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.15,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.2,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.25,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.3,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.35,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.4,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.45,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.5,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.55,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.6,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.65,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.7,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.75,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.8,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.85,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.9,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
30.95,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.0,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.05,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.1,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.15,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.2,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.25,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.3,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.35,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.4,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.45,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.5,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.55,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.6,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.65,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.7,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.75,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.8,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.85,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.9,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
31.95,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.0,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.05,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.1,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.15,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.2,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.25,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.3,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.35,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.4,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.45,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.5,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.55,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.6,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.65,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.7,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.75,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.8,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.85,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.9,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
32.95,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.0,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.05,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.1,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.15,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.2,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.25,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.3,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.35,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.4,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.45,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.5,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.55,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.6,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.65,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.7,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.75,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.8,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.85,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.9,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
33.95,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.0,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.05,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.1,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.15,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.2,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.25,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.3,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.35,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.4,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.45,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.5,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.55,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.6,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.65,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.7,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.75,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.8,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.85,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.9,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
34.95,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.0,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.05,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.1,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.15,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.2,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.25,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.3,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.35,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.4,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.45,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.5,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.55,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.6,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.65,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.7,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.75,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.8,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.85,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.9,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
35.95,0.05,True,True,PRODUCT_DETECTED,AUTOMATIC,
36.0,0.05,True,True,POSITIONING,AUTOMATIC,
36.05,0.05,True,True,SORTING,AUTOMATIC,
36.1,0.05,True,True,SORTING,AUTOMATIC,
36.15,0.05,True,True,SORTING,AUTOMATIC,
36.2,0.05,True,True,SORTING,AUTOMATIC,
36.25,0.05,True,True,SORTING,AUTOMATIC,
36.3,0.05,True,True,SORTING,AUTOMATIC,
36.35,0.05,True,True,SORTING,AUTOMATIC,
36.4,0.05,True,True,SORTING,AUTOMATIC,
36.45,0.05,True,True,SORTING,AUTOMATIC,
36.5,0.05,True,True,SORTING,AUTOMATIC,
36.55,0.05,True,True,SORTING,AUTOMATIC,
36.6,0.05,True,True,SORTING,AUTOMATIC,
36.65,0.05,True,True,SORTING,AUTOMATIC,
36.7,0.05,True,True,SORTING,AUTOMATIC,
36.75,0.05,True,True,SORTING,AUTOMATIC,
36.8,0.05,True,True,SORTING,AUTOMATIC,
36.85,0.05,True,True,SORTING,AUTOMATIC,
36.9,0.05,True,True,SORTING,AUTOMATIC,
36.95,0.05,True,True,SORTING,AUTOMATIC,
37.0,0.05,True,True,SORTING,AUTOMATIC,
37.05,0.05,True,True,SORTING,AUTOMATIC,
37.1,0.05,True,True,SORTING,AUTOMATIC,
37.15,0.05,True,True,SORTING,AUTOMATIC,
37.2,0.05,True,True,SORTING,AUTOMATIC,
37.25,0.05,True,True,SORTING,AUTOMATIC,
37.3,0.05,True,True,SORTING,AUTOMATIC,
37.35,0.05,True,True,SORTING,AUTOMATIC,
37.4,0.05,True,True,SORTING,AUTOMATIC,
37.45,0.05,True,True,SORTING,AUTOMATIC,
37.5,0.05,True,True,SORTING,AUTOMATIC,
37.55,0.05,True,True,SORTING,AUTOMATIC,
37.6,0.05,True,True,SORTING,AUTOMATIC,
37.65,0.05,True,True,SORTING,AUTOMATIC,
37.7,0.05,True,True,SORTING,AUTOMATIC,
37.75,0.05,True,True,SORTING,AUTOMATIC,
37.8,0.05,True,True,SORTING,AUTOMATIC,
37.85,0.05,True,True,SORTING,AUTOMATIC,
37.9,0.05,True,True,SORTING,AUTOMATIC,
37.95,0.05,True,True,SORTING,AUTOMATIC,
38.0,0.05,True,True,SORTING,AUTOMATIC,
38.05,0.05,True,True,SORTING,AUTOMATIC,
38.1,0.05,True,True,SORTING,AUTOMATIC,
38.15,0.05,True,True,SORTING,AUTOMATIC,
38.2,0.05,True,True,SORTING,AUTOMATIC,
38.25,0.05,True,True,SORTING,AUTOMATIC,
38.3,0.05,True,True,SORTING,AUTOMATIC,
38.35,0.05,True,True,SORTING,AUTOMATIC,
38.4,0.05,True,True,SORTING,AUTOMATIC,
38.45,0.05,True,True,SORTING,AUTOMATIC,
38.5,0.05,True,True,SORTING,AUTOMATIC,
38.55,0.05,True,True,SORTING,AUTOMATIC,
38.6,0.05,True,True,SORTING,AUTOMATIC,
38.65,0.05,True,True,SORTING,AUTOMATIC,
38.7,0.05,True,True,SORTING,AUTOMATIC,
38.75,0.05,True,True,SORTING,AUTOMATIC,
38.8,0.05,True,True,SORTING,AUTOMATIC,
38.85,0.05,True,True,SORTING,AUTOMATIC,
38.9,0.05,True,True,SORTING,AUTOMATIC,
38.95,0.05,True,True,SORTING,AUTOMATIC,
39.0,0.05,True,True,SORTING,AUTOMATIC,
39.05,0.05,True,True,SORTING,AUTOMATIC,
39.1,0.05,True,True,SORTING,AUTOMATIC,
39.15,0.05,True,True,SORTING,AUTOMATIC,
39.2,0.05,True,True,SORTING,AUTOMATIC,
39.25,0.05,True,True,SORTING,AUTOMATIC,
39.3,0.05,True,True,SORTING,AUTOMATIC,
39.35,0.05,True,True,SORTING,AUTOMATIC,
39.4,0.05,True,True,SORTING,AUTOMATIC,
39.45,0.05,True,True,SORTING,AUTOMATIC,
39.5,0.05,True,True,SORTING,AUTOMATIC,
39.55,0.05,True,True,SORTING,AUTOMATIC,
39.6,0.05,True,True,SORTING,AUTOMATIC,
39.65,0.05,True,True,SORTING,AUTOMATIC,
39.7,0.05,True,True,SORTING,AUTOMATIC,
39.75,0.05,True,True,SORTING,AUTOMATIC,
39.8,0.05,True,True,SORTING,AUTOMATIC,
39.85,0.05,True,True,SORTING,AUTOMATIC,
39.9,0.05,True,True,SORTING,AUTOMATIC,
39.95,0.05,True,True,SORTING,AUTOMATIC,
40.0,0.05,True,True,SORTING,AUTOMATIC,
40.05,0.05,True,True,SORTING,AUTOMATIC,
40.1,0.05,True,True,SORTING,AUTOMATIC,
40.15,0.05,True,True,SORTING,AUTOMATIC,
40.2,0.05,True,True,SORTING,AUTOMATIC,
40.25,0.05,True,True,SORTING,AUTOMATIC,
40.3,0.05,True,True,SORTING,AUTOMATIC,
40.35,0.05,True,True,SORTING,AUTOMATIC,
40.4,0.05,True,True,SORTING,AUTOMATIC,
40.45,0.05,True,True,SORTING,AUTOMATIC,
40.5,0.05,True,True,SORTING,AUTOMATIC,
40.55,0.05,True,True,SORTING,AUTOMATIC,
40.6,0.05,True,True,SORTING,AUTOMATIC,
40.65,0.05,True,True,SORTING,AUTOMATIC,
40.7,0.05,True,True,PRODUCT_EXIT,AUTOMATIC,
40.75,0.05,True,True,PRODUCT_EXIT,AUTOMATIC,
40.8,0.05,True,True,PRODUCT_EXIT,AUTOMATIC,
40.85,0.05,True,True,PRODUCT_EXIT,AUTOMATIC,
40.9,0.05,True,True,CONVEYING,AUTOMATIC,
40.95,0.05,True,True,CONVEYING,AUTOMATIC,
41.0,0.05,True,True,CONVEYING,AUTOMATIC,
41.05,0.05,True,True,CONVEYING,AUTOMATIC,
41.1,0.05,True,True,CONVEYING,AUTOMATIC,
41.15,0.05,True,True,CONVEYING,AUTOMATIC,
41.2,0.05,True,True,CONVEYING,AUTOMATIC,
41.25,0.05,True,True,CONVEYING,AUTOMATIC,
41.3,0.05,True,True,CONVEYING,AUTOMATIC,
41.35,0.05,True,True,CONVEYING,AUTOMATIC,
41.4,0.05,True,True,CONVEYING,AUTOMATIC,
41.45,0.05,True,True,CONVEYING,AUTOMATIC,
41.5,0.05,True,True,CONVEYING,AUTOMATIC,
41.55,0.05,True,True,CONVEYING,AUTOMATIC,
41.6,0.05,True,True,CONVEYING,AUTOMATIC,
41.65,0.05,True,True,CONVEYING,AUTOMATIC,
41.7,0.05,True,True,CONVEYING,AUTOMATIC,
41.75,0.05,True,True,CONVEYING,AUTOMATIC,
41.8,0.05,True,True,CONVEYING,AUTOMATIC,
41.85,0.05,True,True,CONVEYING,AUTOMATIC,
41.9,0.05,True,True,CONVEYING,AUTOMATIC,
41.95,0.05,True,True,CONVEYING,AUTOMATIC,
42.0,0.05,True,True,CONVEYING,AUTOMATIC,
42.05,0.05,True,True,CONVEYING,AUTOMATIC,
42.1,0.05,True,True,CONVEYING,AUTOMATIC,
42.15,0.05,True,True,CONVEYING,AUTOMATIC,
42.2,0.05,True,True,CONVEYING,AUTOMATIC,
42.25,0.05,True,True,CONVEYING,AUTOMATIC,
42.3,0.05,True,True,CONVEYING,AUTOMATIC,
42.35,0.05,True,True,CONVEYING,AUTOMATIC,
42.4,0.05,True,True,CONVEYING,AUTOMATIC,
42.45,0.05,True,True,CONVEYING,AUTOMATIC,
42.5,0.05,True,True,CONVEYING,AUTOMATIC,
42.55,0.05,True,True,CONVEYING,AUTOMATIC,
42.6,0.05,True,True,CONVEYING,AUTOMATIC,
42.65,0.05,True,True,CONVEYING,AUTOMATIC,
42.7,0.05,True,True,CONVEYING,AUTOMATIC,
42.75,0.05,True,True,CONVEYING,AUTOMATIC,
42.8,0.05,True,True,CONVEYING,AUTOMATIC,
42.85,0.05,True,True,CONVEYING,AUTOMATIC,
42.9,0.05,True,True,CONVEYING,AUTOMATIC,
42.95,0.05,True,True,CONVEYING,AUTOMATIC,
43.0,0.05,True,True,CONVEYING,AUTOMATIC,
43.05,0.05,True,True,CONVEYING,AUTOMATIC,
43.1,0.05,True,True,CONVEYING,AUTOMATIC,
43.15,0.05,True,True,CONVEYING,AUTOMATIC,
43.2,0.05,True,True,CONVEYING,AUTOMATIC,
43.25,0.05,True,True,CONVEYING,AUTOMATIC,
43.3,0.05,True,True,CONVEYING,AUTOMATIC,
43.35,0.05,True,True,CONVEYING,AUTOMATIC,
43.4,0.05,True,True,CONVEYING,AUTOMATIC,
43.45,0.05,True,True,CONVEYING,AUTOMATIC,
43.5,0.05,True,True,CONVEYING,AUTOMATIC,
43.55,0.05,True,True,CONVEYING,AUTOMATIC,
43.6,0.05,True,True,CONVEYING,AUTOMATIC,
43.65,0.05,True,True,CONVEYING,AUTOMATIC,
43.7,0.05,True,True,CONVEYING,AUTOMATIC,
43.75,0.05,True,True,CONVEYING,AUTOMATIC,
43.8,0.05,True,True,CONVEYING,AUTOMATIC,
43.85,0.05,True,True,CONVEYING,AUTOMATIC,
43.9,0.05,True,True,CONVEYING,AUTOMATIC,
43.95,0.05,True,True,CONVEYING,AUTOMATIC,
