method,time_s,reference,speed,command,error
Manual,1.11,0.8,0.5986142695808319,0.7823331900207049,0.20138573041916819
Manual,1.12,0.8,0.603064020668245,0.8433505793885581,0.196935979331755
Manual,1.1300000000000001,0.8,0.6066407027868348,0.7997815371906838,0.19335929721316525
Manual,1.1400000000000001,0.8,0.6101828168889468,0.8014569784029967,0.18981718311105322
Manual,1.1500000000000001,0.8,0.6132391976415557,0.7782837582824297,0.1867608023584444
Manual,1.16,0.8,0.6171595479154476,0.8288584627056095,0.18284045208455246
Manual,1.17,0.8,0.6197380420910286,0.7589767275724024,0.18026195790897148
Manual,1.18,0.8,0.6224190755223095,0.7671948808114778,0.17758092447769058
Manual,1.19,0.8,0.6258587844920568,0.8116030688584114,0.17414121550794326
Manual,1.2,0.8,0.6290027699242697,0.7987779832637676,0.1709972300757303
Manual,1.21,0.8,0.6319664621713503,0.7920058435137021,0.16803353782864971
Manual,1.22,0.8,0.6345733335285527,0.7753443868174797,0.16542666647144733
Manual,1.23,0.8,0.6369735166602253,0.7665834057705435,0.16302648333977476
Manual,1.24,0.8,0.6389405991824695,0.7451630553836546,0.16105940081753056
Manual,1.25,0.8,0.6417076896496986,0.791130574880068,0.15829231035030145
Manual,1.26,0.8,0.6440422313615067,0.7701074837991483,0.1559577686384933
Manual,1.27,0.8,0.6465406435096862,0.7814548995113778,0.15345935649031384
Manual,1.28,0.8,0.6484497394131107,0.7515409181980307,0.15155026058688936
Manual,1.29,0.8,0.6507285736019762,0.7737856198007157,0.14927142639802382
Manual,1.3,0.8,0.6527481851483913,0.7618072086548021,0.14725181485160876
Manual,1.31,0.8,0.6555308739051432,0.8057960667697476,0.14446912609485685
Manual,1.32,0.8,0.6578302186244993,0.7819948334697321,0.14216978137550074
Manual,1.33,0.8,0.660244622584273,0.7906224364120523,0.13975537741572708
Manual,1.34,0.8,0.6618126887953041,0.7464882641909816,0.13818731120469596
Manual,1.35,0.8,0.6637317487087913,0.7673609840371011,0.1362682512912088
Manual,1.36,0.8,0.6659307398915701,0.7846762637616298,0.1340692601084299
Manual,1.37,0.8,0.6680750562953499,0.7838681420994577,0.13192494370465013
Manual,1.3800000000000001,0.8,0.6698335533821594,0.7647923960698713,0.1301664466178406
Manual,1.3900000000000001,0.8,0.6719646582252505,0.7870443197521672,0.1280353417747495
Manual,1.4000000000000001,0.8,0.6740652741603796,0.7874985346573546,0.1259347258396204
Manual,1.41,0.8,0.6756237909485681,0.7597836975107398,0.12437620905143199
Manual,1.42,0.8,0.6765867248776473,0.7285851570479229,0.12341327512235278
Manual,1.43,0.8,0.6785595807003157,0.785093795124415,0.1214404192996843
Manual,1.44,0.8,0.680516830407672,0.7862083146049073,0.11948316959232808
Manual,1.45,0.8,0.6825612897713004,0.7929620954072322,0.11743871022869967
Manual,1.46,0.8,0.6845315991076126,0.7909283032684767,0.11546840089238741
Manual,1.47,0.8,0.685810123325386,0.7548504310851477,0.114189876674614
Manual,1.48,0.8,0.6870455788855938,0.7537601791368138,0.11295442111440623
Manual,1.49,0.8,0.6885987514082734,0.7724700676329709,0.11140124859172662
Manual,1.5,0.8,0.6900106687684892,0.7662542062201372,0.10998933123151089
Manual,1.51,0.8,0.6914802464284249,0.7708374400649529,0.10851975357157517
Manual,1.52,0.8,0.6929102998823313,0.7701331863932779,0.10708970011766872
Manual,1.53,0.8,0.6948377377470792,0.7989193824434686,0.1051622622529208
Manual,1.54,0.8,0.696276966919788,0.7739953422460611,0.10372303308021202
Manual,1.55,0.8,0.697509508213393,0.7640667380680587,0.10249049178660707
Manual,1.56,0.8,0.6990405257239414,0.781715471293553,0.10095947427605867
Manual,1.57,0.8,0.7004097249160366,0.7743464812891762,0.09959027508396345
Manual,1.58,0.8,0.7018595593266748,0.7801506175011343,0.09814044067332528
Manual,1.59,0.8,0.7031044170566823,0.7703267344770843,0.09689558294331779
Manual,1.6,0.8,0.7039692930927847,0.7506725990423132,0.09603070690721538
Manual,1.61,0.8,0.7053087896678529,0.7776416047215388,0.09469121033214711
Manual,1.62,0.8,0.706516893098476,0.7717544783521186,0.09348310690152406
Manual,1.6300000000000001,0.8,0.7073979986853333,0.7549777003756245,0.09260200131466678
Manual,1.6400000000000001,0.8,0.7083836889241282,0.7616109618190524,0.09161631107587187
Manual,1.6500000000000001,0.8,0.7090517228238512,0.7451255534088943,0.09094827717614884
Manual,1.6600000000000001,0.8,0.7109960734337356,0.8159910063674907,0.08900392656626444
Manual,1.67,0.8,0.7117747523547551,0.7538234140898082,0.08822524764524498
Manual,1.68,0.8,0.7130381205942573,0.7812600055273803,0.08696187940574274
Manual,1.69,0.8,0.714040852810177,0.7681883924698438,0.085959147189823
Manual,1.7,0.8,0.7148192654102425,0.7568535458137827,0.0851807345897575
Manual,1.71,0.8,0.7155652420812357,0.7558479823148704,0.08443475791876431
Manual,1.72,0.8,0.7163670845506348,0.7596665778981831,0.08363291544936524
Manual,1.73,0.8,0.7174670086025313,0.7768629074049445,0.08253299139746872
Manual,1.74,0.8,0.7180495313168682,0.7495057578910604,0.08195046868313183
Manual,1.75,0.8,0.7192958553287762,0.7865973519718055,0.08070414467122389
Manual,1.76,0.8,0.7203948441221438,0.7797402389639966,0.07960515587785622
Manual,1.77,0.8,0.7211371136946061,0.7612196706075657,0.07886288630539395
Manual,1.78,0.8,0.7223326404033791,0.7868910826771183,0.07766735959662097
Manual,1.79,0.8,0.722584126444456,0.7361643726626093,0.07741587355554402
Manual,1.8,0.8,0.7233369767379264,0.7639908925853274,0.07666302326207364
Manual,1.81,0.8,0.7237265799117201,0.7447651512965767,0.07627342008827998
Manual,1.82,0.8,0.7248951746121934,0.7879992884377551,0.0751048253878066
Manual,1.83,0.8,0.7260631387329719,0.7891332012550082,0.07393686126702814
Manual,1.84,0.8,0.7269546038449574,0.7750937198921722,0.07304539615504269
Manual,1.85,0.8,0.7276377909085394,0.7645298923419716,0.07236220909146063
Manual,1.86,0.8,0.7287578518199498,0.7892411410361091,0.07124214818005026
Manual,1.87,0.8,0.7294828544399599,0.7686329959205067,0.07051714556004018
Manual,1.8800000000000001,0.8,0.7303432377822086,0.7768039382636371,0.06965676221779149
Manual,1.8900000000000001,0.8,0.730661319199224,0.7478377157180522,0.0693386808007761
Manual,1.9000000000000001,0.8,0.7317990408451128,0.7932360097231106,0.06820095915488722
Manual,1.9100000000000001,0.8,0.732288816515767,0.7587367027310956,0.067711183484233
Manual,1.92,0.8,0.7333659997649998,0.7915338952235689,0.06663400023500021
Manual,1.93,0.8,0.734448588229621,0.7929083653191666,0.06555141177037904
Manual,1.94,0.8,0.7353639953811467,0.7847959815635359,0.06463600461885333
Manual,1.95,0.8,0.7363887474728515,0.791725360424914,0.0636112525271485
Manual,1.96,0.8,0.7369244736595746,0.7658536877426172,0.06307552634042546
Manual,1.97,0.8,0.7372328492246121,0.753885129736638,0.06276715077538797
Manual,1.98,0.8,0.7379103193700229,0.7744937072222079,0.062089680629977106
Manual,1.99,0.8,0.7384360646055593,0.7668263073245232,0.061563935394440716
Manual,2.0,0.8,0.7386706115825975,0.7513361483426575,0.06132938841740254
Manual,2.0100000000000002,0.8,0.7394247694173939,0.7801492924964002,0.060575230582606165
Manual,2.02,0.8,0.7401564328469721,0.7796662580441935,0.059843567153027966
Manual,2.0300000000000002,0.8,0.74099889404903,0.7864917989601531,0.05900110595097008
Manual,2.04,0.8,0.7422004058315441,0.8070820420873077,0.057799594168455926
Manual,2.05,0.8,0.7425124055217633,0.7593603887936025,0.0574875944782367
Manual,2.06,0.8,0.7437003247196902,0.8078479614077368,0.05629967528030988
Manual,2.07,0.8,0.7439896174939827,0.7596114273057843,0.05601038250601731
Manual,2.08,0.8,0.7445765271970561,0.7762696511630179,0.05542347280294391
Manual,2.09,0.8,0.7448064010596629,0.7572195896404261,0.05519359894033715
Manual,2.1,0.8,0.7454975709610974,0.7828207456385611,0.05450242903890268
Manual,2.11,0.8,0.7463900231444607,0.7945824410460777,0.053609976855539365
Manual,2.12,0.8,0.746826963281615,0.77042173068795,0.053173036718385025
Manual,2.13,0.8,0.7475857891861478,0.7885623880309179,0.052414210813852224
Manual,2.14,0.8,0.7481744827380248,0.7799639345393792,0.05182551726197526
Manual,2.15,0.8,0.7486859237884087,0.7763037405091402,0.05131407621159134
Manual,2.16,0.8,0.7492625044258046,0.7803978588451788,0.05073749557419549
Manual,2.17,0.8,0.7498465728254073,0.7813862664039558,0.0501534271745927
Manual,2.18,0.8,0.7506210627527206,0.7924435188276365,0.049378937247279486
Manual,2.19,0.8,0.7511337708932911,0.7788200104841044,0.0488662291067089
Manual,2.2,0.8,0.7522692462989494,0.8135849182044985,0.04773075370105062
Manual,2.21,0.8,0.7526361977487223,0.7724515760364548,0.04736380225127779
Manual,2.22,0.8,0.7533839014913131,0.7937599035912187,0.046616098508686976
Manual,2.23,0.8,0.7533527679236138,0.751671555267857,0.046647232076386214
Manual,2.24,0.8,0.7534138472541654,0.7567121311039507,0.046586152745834664
Manual,2.25,0.8,0.7545903927275367,0.8181238482895901,0.04540960727246335
Manual,2.2600000000000002,0.8,0.7549271639663994,0.773112810864986,0.04507283603360068
Manual,2.27,0.8,0.7553887779067763,0.7803159306871287,0.04461122209322377
Manual,2.2800000000000002,0.8,0.7561437255945906,0.7969109007365659,0.0438562744054094
Manual,2.29,0.8,0.7563315054425219,0.7664716172308103,0.04366849455747812
Manual,2.3000000000000003,0.8,0.7569037758558419,0.7878063781751227,0.043096224144158146
Manual,2.31,0.8,0.757857927250671,0.8093821025714448,0.04214207274932902
Manual,2.32,0.8,0.7582193542266149,0.7777364109275847,0.04178064577338514
Manual,2.33,0.8,0.7585761252577087,0.7778417609367743,0.04142387474229137
Manual,2.34,0.8,0.7588799592644706,0.7752869956296143,0.04112004073552944
Manual,2.35,0.8,0.7596405734215926,0.8007137379061818,0.04035942657840741
Manual,2.36,0.8,0.7597387675546715,0.7650412507409332,0.04026123244532853
Manual,2.37,0.8,0.7598835087511452,0.7676995333607248,0.04011649124885486
Manual,2.38,0.8,0.760683630908569,0.8038902274094588,0.03931636909143099
Manual,2.39,0.8,0.7612280922911356,0.7906290069497286,0.038771907708864406
Manual,2.4,0.8,0.7615588629665571,0.7794204794393141,0.038441137033442985
Manual,2.41,0.8,0.7620641140636807,0.7893476733083593,0.03793588593631936
Manual,2.42,0.8,0.7618158896298788,0.7484117702045744,0.03818411037012126
Manual,2.43,0.8,0.7622070122905381,0.7833276359661401,0.037792987709461934
Manual,2.44,0.8,0.7629670805009853,0.8040107638651327,0.03703291949901477
Manual,2.45,0.8,0.7635549497182216,0.7952998874489817,0.03644505028177847
Manual,2.46,0.8,0.7638616668251321,0.7804243905983028,0.03613833317486792
Manual,2.47,0.8,0.7634456875233332,0.7409828052261935,0.03655431247666685
Manual,2.48,0.8,0.7639974937034001,0.7937950274270098,0.036002506296599956
Manual,2.49,0.8,0.7643880320848041,0.7854771046806225,0.03561196791519594
Manual,2.5,0.8,0.7646368917289705,0.7780753125139565,0.03536310827102951
Manual,2.5100000000000002,0.8,0.7650759581709283,0.7887855460366475,0.03492404182907172
Manual,2.52,0.8,0.7647500773144005,0.7471525110618947,0.035249922685599566
Manual,2.5300000000000002,0.8,0.7654631782331578,0.8039706278460534,0.03453682176684225
Manual,2.54,0.8,0.7656611054163729,0.7763491733099881,0.034338894583627155
Manual,2.5500000000000003,0.8,0.7660653619823031,0.7878952165425351,0.033934638017696916
Manual,2.56,0.8,0.7662942027758236,0.7786516056259314,0.03370579722417644
Manual,2.57,0.8,0.767104879418211,0.8108814181071333,0.032895120581789006
Manual,2.58,0.8,0.7668604143526606,0.7536593008129406,0.03313958564733943
Manual,2.59,0.8,0.7673498102230455,0.7937771872238264,0.03265018977695455
Manual,2.6,0.8,0.7677369154989151,0.7886406003958732,0.03226308450108495
Manual,2.61,0.8,0.7684065118125069,0.8045647127464632,0.03159348818749319
Manual,2.62,0.8,0.7689229676401516,0.7968115823329639,0.03107703235984849
Manual,2.63,0.8,0.7689879140936396,0.772495022581999,0.031012085906360398
Manual,2.64,0.8,0.7689865769879128,0.7689143732786634,0.031013423012087205
Manual,2.65,0.8,0.7691321440510336,0.7769927654595521,0.03086785594896646
Manual,2.66,0.8,0.7691627789676345,0.7708170644640828,0.030837221032365525
Manual,2.67,0.8,0.7694014908524416,0.7822919326320251,0.03059850914755846
Manual,2.68,0.8,0.7698530669132956,0.7942381741994101,0.030146933086704464
Manual,2.69,0.8,0.7699957381553947,0.7776999852287477,0.030004261844605362
Manual,2.7,0.8,0.7702400956365401,0.7834353996183908,0.029759904363459988
Manual,2.71,0.8,0.7707010810860071,0.7955942953572277,0.029298918913992944
Manual,2.72,0.8,0.7708472539575634,0.7787405890216044,0.029152746042436672
Manual,2.73,0.8,0.7708429306049782,0.7706094695653785,0.02915706939502183
Manual,2.74,0.8,0.7712283195635321,0.7920393233254448,0.02877168043646794
Manual,2.75,0.8,0.7717587952220284,0.8004044807808306,0.02824120477797165
Manual,2.7600000000000002,0.8,0.7718787355064166,0.7783555108633801,0.02812126449358343
Manual,2.77,0.8,0.7716588986151058,0.7597877064843225,0.028341101384894207
Manual,2.7800000000000002,0.8,0.7722143663385215,0.8022096234029636,0.02778563366147857
Manual,2.79,0.8,0.7726450213420396,0.7959003915320189,0.027354978657960438
Manual,2.8000000000000003,0.8,0.7730415552549136,0.7944543865501071,0.026958444745086463
Manual,2.81,0.8,0.7729738641021433,0.7693185418525463,0.02702613589785674
Manual,2.82,0.8,0.7739499155048919,0.8266566912533132,0.02605008449510815
Manual,2.83,0.8,0.7740517474950885,0.7795506749657062,0.025948252504911506
Manual,2.84,0.8,0.7739403059411611,0.767922462029084,0.0260596940588389
Manual,2.85,0.8,0.7745528989357173,0.8076329206417537,0.025447101064282718
Manual,2.86,0.8,0.7743468828768609,0.7632220156986169,0.025653117123139113
Manual,2.87,0.8,0.7745532679615196,0.7856980625330888,0.02544673203848047
Manual,2.88,0.8,0.7751019271240619,0.8047295219013495,0.02489807287593815
Manual,2.89,0.8,0.7753314521312222,0.7877258025178777,0.024668547868777813
Manual,2.9,0.8,0.7761126551189063,0.8182976164538428,0.023887344881093786
Manual,2.91,0.8,0.7764592338082291,0.7951744830316665,0.023540766191770923
Manual,2.92,0.8,0.7760382573500814,0.7533055286101001,0.023961742649918683
Manual,2.93,0.8,0.7766448524322415,0.8094009868688844,0.023355147567758583
Manual,2.94,0.8,0.776291995573561,0.7572377252048175,0.023708004426439055
Manual,2.95,0.8,0.7766890451419163,0.7981297218331033,0.023310954858083766
Manual,2.96,0.8,0.7766936818242745,0.7769440626716172,0.023306318175725593
Manual,2.97,0.8,0.7770442235513911,0.7959734768156893,0.02295577644860891
Manual,2.98,0.8,0.778074469821105,0.833707768385652,0.021925530178895092
Manual,2.99,0.8,0.7783801344876209,0.7948860264794803,0.021619865512379155
Manual,3.0,0.8,0.778440563549602,0.7817037328965801,0.02155943645039804
Manual,3.0100000000000002,0.8,0.7789764463292425,0.8079141164298291,0.02102355367075759
Manual,3.02,0.8,0.7795066081847938,0.8081353483845658,0.020493391815206263
Manual,3.0300000000000002,0.8,0.7794359092409359,0.7756181662726077,0.02056409075906418
Manual,3.04,0.8,0.7797730251142218,0.7979772822716606,0.020226974885778293
Manual,3.0500000000000003,0.8,0.7804194534993514,0.8153265862963497,0.019580546500648666
Manual,3.06,0.8,0.7806535317617127,0.793293757929222,0.01934646823828734
Manual,3.0700000000000003,0.8,0.7804135933394053,0.7674569185348069,0.019586406660594746
Manual,3.08,0.8,0.7807170631293064,0.7971044317839692,0.0192829368706936
Manual,3.09,0.8,0.7805539566429087,0.7717462063774291,0.019446043357091325
Manual,3.1,0.8,0.780293628316188,0.766235898673271,0.019706371683812063
Manual,3.11,0.8,0.7806066060610779,0.7975074042851341,0.019393393938922143
Manual,3.12,0.8,0.7812404348565407,0.8154671898115307,0.018759565143459334
Manual,3.13,0.8,0.7818121660016201,0.8126856478359084,0.018187833998379976
Manual,3.14,0.8,0.781892817267161,0.7862479856063708,0.018107182732839067
Manual,3.15,0.8,0.7817238248547707,0.7725982345856935,0.01827617514522939
Manual,3.16,0.8,0.7818382033858968,0.7880146440667088,0.01816179661410322
Manual,3.17,0.8,0.7818765731081714,0.7839485381109957,0.018123426891828665
Manual,3.18,0.8,0.7822555821540703,0.8027220706326103,0.017744417845929727
Manual,3.19,0.8,0.7823436665405201,0.7871002234088108,0.017656333459479923
Manual,3.2,0.8,0.7826941395715429,0.8016196832467735,0.017305860428457165
Manual,3.21,0.8,0.7829526959924991,0.7969147427241303,0.017047304007500985
Manual,3.22,0.8,0.7834970097376306,0.8128899519747345,0.016502990262369455
Manual,3.23,0.8,0.7840443536006635,0.813600922204442,0.015955646399336554
Manual,3.24,0.8,0.7841704493132238,0.7909796177914767,0.015829550686776273
Manual,3.25,0.8,0.7845240122941887,0.8036164132662924,0.015475987705811378
Manual,3.2600000000000002,0.8,0.7848017138263119,0.7997975965609654,0.015198286173688125
Manual,3.27,0.8,0.7845558370960778,0.771278493663437,0.015444162903922254
Manual,3.2800000000000002,0.8,0.7846696515475762,0.7908156319284891,0.01533034845242387
Manual,3.29,0.8,0.7838442061287998,0.7392701535148745,0.016155793871200252
Manual,3.3000000000000003,0.8,0.7838800828974805,0.7858174284062368,0.016119917102519588
Manual,3.31,0.8,0.7844111958622333,0.8130912959588876,0.015588804137766754
Manual,3.3200000000000003,0.8,0.7843831934793865,0.78287106480566,0.015616806520613591
Manual,3.33,0.8,0.7845202918216542,0.7919236023041104,0.015479708178345875
Manual,3.34,0.8,0.7849759191677176,0.8095797958551405,0.01502408083228246
Manual,3.35,0.8,0.7847825973505227,0.7743432192219958,0.015217402649477352
Manual,3.36,0.8,0.7852606753289674,0.811076886164982,0.014739324671032672
Manual,3.37,0.8,0.7863700507667721,0.8462763244082284,0.013629949233227912
Manual,3.38,0.8,0.7860350728947515,0.7679462678056346,0.013964927105248548
Manual,3.39,0.8,0.7862841523146399,0.7997344409886109,0.01371584768536016
Manual,3.4,0.8,0.785852107651689,0.7625216958523423,0.014147892348311042
Manual,3.41,0.8,0.786238972641442,0.8071296820881071,0.013761027358557998
Manual,3.42,0.8,0.7867273970160553,0.8131023132451712,0.013272602983944726
Manual,3.43,0.8,0.786271288583604,0.7616414332312273,0.013728711416396089
Manual,3.44,0.8,0.7867927634152414,0.8149524043236661,0.013207236584758641
Manual,3.45,0.8,0.7868108020049204,0.7877848858475844,0.013189197995079671
Manual,3.46,0.8,0.7864659320724184,0.7678429557173142,0.013534067927581606
Manual,3.47,0.8,0.7866546297211738,0.7968443027539676,0.013345370278826207
Manual,3.48,0.8,0.786877656059333,0.7989210783199302,0.013122343940667025
Manual,3.49,0.8,0.7870108919202082,0.7942056284074709,0.012989108079791811
Manual,3.5,0.8,0.7869044724909827,0.7811578233128079,0.013095527509017324
Manual,3.5100000000000002,0.8,0.7873677464768389,0.8123845417130758,0.012632253523161108
Manual,3.52,0.8,0.7872931833577977,0.7832667749295709,0.012706816642202301
Manual,3.5300000000000002,0.8,0.7872762933160297,0.7863642310605505,0.012723706683970382
Manual,3.54,0.8,0.7867327522287557,0.7573815335159638,0.013267247771244328
Manual,3.5500000000000003,0.8,0.7871804292770302,0.8113549898838568,0.012819570722969797
